Unnamed: 0,questions,answer,type
3059,what was the year when Kingdom of BAHRAIN acquired membership in the OIC?,1972,numeric
3060,At what year did BRUNEI-DARUSSALAM attain membership in the OIC?,1984,numeric
3061,Which year was BRUNEI-DARUSSALAM admitted to the OIC?,1984,numeric
3062,At what year did BRUNEI-DARUSSALAM gain entry into the OIC?,1984,numeric
3063,When did BRUNEI-DARUSSALAM become a member state of the OIC?,1984,numeric
3064,BRUNEI-DARUSSALAM year of admission into the OIC,1984,numeric
3065,the year when BRUNEI-DARUSSALAM granted OIC membership?,1984,numeric
3066,At what year did BRUNEI-DARUSSALAM secure its place in the OIC?,1984,numeric
3067,Which year did BRUNEI-DARUSSALAM achieve membership status within the OIC?,1984,numeric
3068,At what specific year did BRUNEI-DARUSSALAM enter the OIC?,1984,numeric
3069,Which year did BRUNEI-DARUSSALAM become part of the OIC?,1984,numeric
3070,At what year did BRUNEI-DARUSSALAM receive membership in the OIC?,1984,numeric
3071,which year was BRUNEI-DARUSSALAM accepted as a member of the OIC?,1984,numeric
3072,give me the year when BRUNEI-DARUSSALAM became a member of the OIC,1984,numeric
3073,The year when BRUNEI-DARUSSALAM obtain its OIC membership?,1984,numeric
3074,what was the year when BRUNEI-DARUSSALAM acquired membership in the OIC?,1984,numeric
3075,At what year did People’s Republic of BANGLADESH attain membership in the OIC?,1974,numeric
3076,Which year was People’s Republic of BANGLADESH admitted to the OIC?,1974,numeric
3077,At what year did People’s Republic of BANGLADESH gain entry into the OIC?,1974,numeric
3078,When did People’s Republic of BANGLADESH become a member state of the OIC?,1974,numeric
3079,People’s Republic of BANGLADESH year of admission into the OIC,1974,numeric
3080,the year when People’s Republic of BANGLADESH granted OIC membership?,1974,numeric
3081,At what year did People’s Republic of BANGLADESH secure its place in the OIC?,1974,numeric
3082,Which year did People’s Republic of BANGLADESH achieve membership status within the OIC?,1974,numeric
3083,At what specific year did People’s Republic of BANGLADESH enter the OIC?,1974,numeric
3084,Which year did People’s Republic of BANGLADESH become part of the OIC?,1974,numeric
3085,At what year did People’s Republic of BANGLADESH receive membership in the OIC?,1974,numeric
3086,which year was People’s Republic of BANGLADESH accepted as a member of the OIC?,1974,numeric
3087,give me the year when People’s Republic of BANGLADESH became a member of the OIC,1974,numeric
3088,The year when People’s Republic of BANGLADESH obtain its OIC membership?,1974,numeric
3089,what was the year when People’s Republic of BANGLADESH acquired membership in the OIC?,1974,numeric
3090,At what year did Republic of BENIN attain membership in the OIC?,1983,numeric
3091,Which year was Republic of BENIN admitted to the OIC?,1983,numeric
3092,At what year did Republic of BENIN gain entry into the OIC?,1983,numeric
3093,When did Republic of BENIN become a member state of the OIC?,1983,numeric
3094,Republic of BENIN year of admission into the OIC,1983,numeric
3095,the year when Republic of BENIN granted OIC membership?,1983,numeric
3096,At what year did Republic of BENIN secure its place in the OIC?,1983,numeric
3097,Which year did Republic of BENIN achieve membership status within the OIC?,1983,numeric
3098,At what specific year did Republic of BENIN enter the OIC?,1983,numeric
3099,Which year did Republic of BENIN become part of the OIC?,1983,numeric
3100,At what year did Republic of BENIN receive membership in the OIC?,1983,numeric
3101,which year was Republic of BENIN accepted as a member of the OIC?,1983,numeric
3102,give me the year when Republic of BENIN became a member of the OIC,1983,numeric
3103,The year when Republic of BENIN obtain its OIC membership?,1983,numeric
3104,what was the year when Republic of BENIN acquired membership in the OIC?,1983,numeric
3105,At what year did BURKINA-FASO  attain membership in the OIC?,1974,numeric
3106,Which year was BURKINA-FASO  admitted to the OIC?,1974,numeric
3107,At what year did BURKINA-FASO  gain entry into the OIC?,1974,numeric
3108,When did BURKINA-FASO  become a member state of the OIC?,1974,numeric
3109,BURKINA-FASO  year of admission into the OIC,1974,numeric
3110,the year when BURKINA-FASO  granted OIC membership?,1974,numeric
3111,At what year did BURKINA-FASO  secure its place in the OIC?,1974,numeric
3112,Which year did BURKINA-FASO  achieve membership status within the OIC?,1974,numeric
3113,At what specific year did BURKINA-FASO  enter the OIC?,1974,numeric
3114,Which year did BURKINA-FASO  become part of the OIC?,1974,numeric
3115,At what year did BURKINA-FASO  receive membership in the OIC?,1974,numeric
3116,which year was BURKINA-FASO  accepted as a member of the OIC?,1974,numeric
3117,give me the year when BURKINA-FASO  became a member of the OIC,1974,numeric
3118,The year when BURKINA-FASO  obtain its OIC membership?,1974,numeric
3119,what was the year when BURKINA-FASO  acquired membership in the OIC?,1974,numeric
3120,At what year did Republic of TAJIKISTAN attain membership in the OIC?,1992,numeric
3121,Which year was Republic of TAJIKISTAN admitted to the OIC?,1992,numeric
3122,At what year did Republic of TAJIKISTAN gain entry into the OIC?,1992,numeric
3123,When did Republic of TAJIKISTAN become a member state of the OIC?,1992,numeric
3124,Republic of TAJIKISTAN year of admission into the OIC,1992,numeric
3125,the year when Republic of TAJIKISTAN granted OIC membership?,1992,numeric
3126,At what year did Republic of TAJIKISTAN secure its place in the OIC?,1992,numeric
3127,Which year did Republic of TAJIKISTAN achieve membership status within the OIC?,1992,numeric
3128,At what specific year did Republic of TAJIKISTAN enter the OIC?,1992,numeric
3129,Which year did Republic of TAJIKISTAN become part of the OIC?,1992,numeric
3130,At what year did Republic of TAJIKISTAN receive membership in the OIC?,1992,numeric
3131,which year was Republic of TAJIKISTAN accepted as a member of the OIC?,1992,numeric
3132,give me the year when Republic of TAJIKISTAN became a member of the OIC,1992,numeric
3133,The year when Republic of TAJIKISTAN obtain its OIC membership?,1992,numeric
3134,what was the year when Republic of TAJIKISTAN acquired membership in the OIC?,1992,numeric
3135,At what year did Republic of Türkiye attain membership in the OIC?,1969,numeric
3136,Which year was Republic of Türkiye admitted to the OIC?,1969,numeric
3137,At what year did Republic of Türkiye gain entry into the OIC?,1969,numeric
3138,When did Republic of Türkiye become a member state of the OIC?,1969,numeric
3139,Republic of Türkiye year of admission into the OIC,1969,numeric
3140,the year when Republic of Türkiye granted OIC membership?,1969,numeric
3141,At what year did Republic of Türkiye secure its place in the OIC?,1969,numeric
3142,Which year did Republic of Türkiye achieve membership status within the OIC?,1969,numeric
3143,At what specific year did Republic of Türkiye enter the OIC?,1969,numeric
3144,Which year did Republic of Türkiye become part of the OIC?,1969,numeric
3145,At what year did Republic of Türkiye receive membership in the OIC?,1969,numeric
3146,which year was Republic of Türkiye accepted as a member of the OIC?,1969,numeric
3147,give me the year when Republic of Türkiye became a member of the OIC,1969,numeric
3148,The year when Republic of Türkiye obtain its OIC membership?,1969,numeric
3149,what was the year when Republic of Türkiye acquired membership in the OIC?,1969,numeric
3150,At what year did Turkmenistan attain membership in the OIC?,1992,numeric
3151,Which year was Turkmenistan admitted to the OIC?,1992,numeric
3152,At what year did Turkmenistan gain entry into the OIC?,1992,numeric
3153,When did Turkmenistan become a member state of the OIC?,1992,numeric
3154,Turkmenistan year of admission into the OIC,1992,numeric
3155,the year when Turkmenistan granted OIC membership?,1992,numeric
3156,At what year did Turkmenistan secure its place in the OIC?,1992,numeric
3157,Which year did Turkmenistan achieve membership status within the OIC?,1992,numeric
3158,At what specific year did Turkmenistan enter the OIC?,1992,numeric
3159,Which year did Turkmenistan become part of the OIC?,1992,numeric
3160,At what year did Turkmenistan receive membership in the OIC?,1992,numeric
3161,which year was Turkmenistan accepted as a member of the OIC?,1992,numeric
3162,give me the year when Turkmenistan became a member of the OIC,1992,numeric
3163,The year when Turkmenistan obtain its OIC membership?,1992,numeric
3164,what was the year when Turkmenistan acquired membership in the OIC?,1992,numeric
3165,At what year did Republic of CHAD attain membership in the OIC?,1969,numeric
3166,Which year was Republic of CHAD admitted to the OIC?,1969,numeric
3167,At what year did Republic of CHAD gain entry into the OIC?,1969,numeric
3168,When did Republic of CHAD become a member state of the OIC?,1969,numeric
3169,Republic of CHAD year of admission into the OIC,1969,numeric
3170,the year when Republic of CHAD granted OIC membership?,1969,numeric
3171,At what year did Republic of CHAD secure its place in the OIC?,1969,numeric
3172,Which year did Republic of CHAD achieve membership status within the OIC?,1969,numeric
3173,At what specific year did Republic of CHAD enter the OIC?,1969,numeric
3174,Which year did Republic of CHAD become part of the OIC?,1969,numeric
3175,At what year did Republic of CHAD receive membership in the OIC?,1969,numeric
3176,which year was Republic of CHAD accepted as a member of the OIC?,1969,numeric
3177,give me the year when Republic of CHAD became a member of the OIC,1969,numeric
3178,The year when Republic of CHAD obtain its OIC membership?,1969,numeric
3179,what was the year when Republic of CHAD acquired membership in the OIC?,1969,numeric
3180,At what year did Republic of TOGO attain membership in the OIC?,1997,numeric
3181,Which year was Republic of TOGO admitted to the OIC?,1997,numeric
3182,At what year did Republic of TOGO gain entry into the OIC?,1997,numeric
3183,When did Republic of TOGO become a member state of the OIC?,1997,numeric
3184,Republic of TOGO year of admission into the OIC,1997,numeric
3185,the year when Republic of TOGO granted OIC membership?,1997,numeric
3186,At what year did Republic of TOGO secure its place in the OIC?,1997,numeric
3187,Which year did Republic of TOGO achieve membership status within the OIC?,1997,numeric
3188,At what specific year did Republic of TOGO enter the OIC?,1997,numeric
3189,Which year did Republic of TOGO become part of the OIC?,1997,numeric
3190,At what year did Republic of TOGO receive membership in the OIC?,1997,numeric
3191,which year was Republic of TOGO accepted as a member of the OIC?,1997,numeric
3192,give me the year when Republic of TOGO became a member of the OIC,1997,numeric
3193,The year when Republic of TOGO obtain its OIC membership?,1997,numeric
3194,what was the year when Republic of TOGO acquired membership in the OIC?,1997,numeric
3195,At what year did Republic of TUNISIA attain membership in the OIC?,1969,numeric
3196,Which year was Republic of TUNISIA admitted to the OIC?,1969,numeric
3197,At what year did Republic of TUNISIA gain entry into the OIC?,1969,numeric
3198,When did Republic of TUNISIA become a member state of the OIC?,1969,numeric
3199,Republic of TUNISIA year of admission into the OIC,1969,numeric
3200,the year when Republic of TUNISIA granted OIC membership?,1969,numeric
3201,At what year did Republic of TUNISIA secure its place in the OIC?,1969,numeric
3202,Which year did Republic of TUNISIA achieve membership status within the OIC?,1969,numeric
3203,At what specific year did Republic of TUNISIA enter the OIC?,1969,numeric
3204,Which year did Republic of TUNISIA become part of the OIC?,1969,numeric
3205,At what year did Republic of TUNISIA receive membership in the OIC?,1969,numeric
3206,which year was Republic of TUNISIA accepted as a member of the OIC?,1969,numeric
3207,give me the year when Republic of TUNISIA became a member of the OIC,1969,numeric
3208,The year when Republic of TUNISIA obtain its OIC membership?,1969,numeric
3209,what was the year when Republic of TUNISIA acquired membership in the OIC?,1969,numeric
3210,At what year did People’s Democratic Republic of ALGERIA attain membership in the OIC?,1969,numeric
3211,Which year was People’s Democratic Republic of ALGERIA admitted to the OIC?,1969,numeric
3212,At what year did People’s Democratic Republic of ALGERIA gain entry into the OIC?,1969,numeric
3213,When did People’s Democratic Republic of ALGERIA become a member state of the OIC?,1969,numeric
3214,People’s Democratic Republic of ALGERIA year of admission into the OIC,1969,numeric
3215,the year when People’s Democratic Republic of ALGERIA granted OIC membership?,1969,numeric
3216,At what year did People’s Democratic Republic of ALGERIA secure its place in the OIC?,1969,numeric
3217,Which year did People’s Democratic Republic of ALGERIA achieve membership status within the OIC?,1969,numeric
3218,At what specific year did People’s Democratic Republic of ALGERIA enter the OIC?,1969,numeric
3219,Which year did People’s Democratic Republic of ALGERIA become part of the OIC?,1969,numeric
3220,At what year did People’s Democratic Republic of ALGERIA receive membership in the OIC?,1969,numeric
3221,which year was People’s Democratic Republic of ALGERIA accepted as a member of the OIC?,1969,numeric
3222,give me the year when People’s Democratic Republic of ALGERIA became a member of the OIC,1969,numeric
3223,The year when People’s Democratic Republic of ALGERIA obtain its OIC membership?,1969,numeric
3224,what was the year when People’s Democratic Republic of ALGERIA acquired membership in the OIC?,1969,numeric
3225,At what year did Republic of DJIBOUTI attain membership in the OIC?,1978,numeric
3226,Which year was Republic of DJIBOUTI admitted to the OIC?,1978,numeric
3227,At what year did Republic of DJIBOUTI gain entry into the OIC?,1978,numeric
3228,When did Republic of DJIBOUTI become a member state of the OIC?,1978,numeric
3229,Republic of DJIBOUTI year of admission into the OIC,1978,numeric
3230,the year when Republic of DJIBOUTI granted OIC membership?,1978,numeric
3231,At what year did Republic of DJIBOUTI secure its place in the OIC?,1978,numeric
3232,Which year did Republic of DJIBOUTI achieve membership status within the OIC?,1978,numeric
3233,At what specific year did Republic of DJIBOUTI enter the OIC?,1978,numeric
3234,Which year did Republic of DJIBOUTI become part of the OIC?,1978,numeric
3235,At what year did Republic of DJIBOUTI receive membership in the OIC?,1978,numeric
3236,which year was Republic of DJIBOUTI accepted as a member of the OIC?,1978,numeric
3237,give me the year when Republic of DJIBOUTI became a member of the OIC,1978,numeric
3238,The year when Republic of DJIBOUTI obtain its OIC membership?,1978,numeric
3239,what was the year when Republic of DJIBOUTI acquired membership in the OIC?,1978,numeric
3240,At what year did Kingdom of SAUDI ARABIA attain membership in the OIC?,1969,numeric
3241,Which year was Kingdom of SAUDI ARABIA admitted to the OIC?,1969,numeric
3242,At what year did Kingdom of SAUDI ARABIA gain entry into the OIC?,1969,numeric
3243,When did Kingdom of SAUDI ARABIA become a member state of the OIC?,1969,numeric
3244,Kingdom of SAUDI ARABIA year of admission into the OIC,1969,numeric
3245,the year when Kingdom of SAUDI ARABIA granted OIC membership?,1969,numeric
3246,At what year did Kingdom of SAUDI ARABIA secure its place in the OIC?,1969,numeric
3247,Which year did Kingdom of SAUDI ARABIA achieve membership status within the OIC?,1969,numeric
3248,At what specific year did Kingdom of SAUDI ARABIA enter the OIC?,1969,numeric
3249,Which year did Kingdom of SAUDI ARABIA become part of the OIC?,1969,numeric
3250,At what year did Kingdom of SAUDI ARABIA receive membership in the OIC?,1969,numeric
3251,which year was Kingdom of SAUDI ARABIA accepted as a member of the OIC?,1969,numeric
3252,give me the year when Kingdom of SAUDI ARABIA became a member of the OIC,1969,numeric
3253,The year when Kingdom of SAUDI ARABIA obtain its OIC membership?,1969,numeric
3254,what was the year when Kingdom of SAUDI ARABIA acquired membership in the OIC?,1969,numeric
3255,At what year did Republic of SENEGAL attain membership in the OIC?,1969,numeric
3256,Which year was Republic of SENEGAL admitted to the OIC?,1969,numeric
3257,At what year did Republic of SENEGAL gain entry into the OIC?,1969,numeric
3258,When did Republic of SENEGAL become a member state of the OIC?,1969,numeric
3259,Republic of SENEGAL year of admission into the OIC,1969,numeric
3260,the year when Republic of SENEGAL granted OIC membership?,1969,numeric
3261,At what year did Republic of SENEGAL secure its place in the OIC?,1969,numeric
3262,Which year did Republic of SENEGAL achieve membership status within the OIC?,1969,numeric
3263,At what specific year did Republic of SENEGAL enter the OIC?,1969,numeric
3264,Which year did Republic of SENEGAL become part of the OIC?,1969,numeric
3265,At what year did Republic of SENEGAL receive membership in the OIC?,1969,numeric
3266,which year was Republic of SENEGAL accepted as a member of the OIC?,1969,numeric
3267,give me the year when Republic of SENEGAL became a member of the OIC,1969,numeric
3268,The year when Republic of SENEGAL obtain its OIC membership?,1969,numeric
3269,what was the year when Republic of SENEGAL acquired membership in the OIC?,1969,numeric
3270,At what year did Republic of The SUDAN attain membership in the OIC?,1969,numeric
3271,Which year was Republic of The SUDAN admitted to the OIC?,1969,numeric
3272,At what year did Republic of The SUDAN gain entry into the OIC?,1969,numeric
3273,When did Republic of The SUDAN become a member state of the OIC?,1969,numeric
3274,Republic of The SUDAN year of admission into the OIC,1969,numeric
3275,the year when Republic of The SUDAN granted OIC membership?,1969,numeric
3276,At what year did Republic of The SUDAN secure its place in the OIC?,1969,numeric
3277,Which year did Republic of The SUDAN achieve membership status within the OIC?,1969,numeric
3278,At what specific year did Republic of The SUDAN enter the OIC?,1969,numeric
3279,Which year did Republic of The SUDAN become part of the OIC?,1969,numeric
3280,At what year did Republic of The SUDAN receive membership in the OIC?,1969,numeric
3281,which year was Republic of The SUDAN accepted as a member of the OIC?,1969,numeric
3282,give me the year when Republic of The SUDAN became a member of the OIC,1969,numeric
3283,The year when Republic of The SUDAN obtain its OIC membership?,1969,numeric
3284,what was the year when Republic of The SUDAN acquired membership in the OIC?,1969,numeric
3285,At what year did SYRIAN  Arab Republic attain membership in the OIC?,1972,numeric
3286,Which year was SYRIAN  Arab Republic admitted to the OIC?,1972,numeric
3287,At what year did SYRIAN  Arab Republic gain entry into the OIC?,1972,numeric
3288,When did SYRIAN  Arab Republic become a member state of the OIC?,1972,numeric
3289,SYRIAN  Arab Republic year of admission into the OIC,1972,numeric
3290,the year when SYRIAN  Arab Republic granted OIC membership?,1972,numeric
3291,At what year did SYRIAN  Arab Republic secure its place in the OIC?,1972,numeric
3292,Which year did SYRIAN  Arab Republic achieve membership status within the OIC?,1972,numeric
3293,At what specific year did SYRIAN  Arab Republic enter the OIC?,1972,numeric
3294,Which year did SYRIAN  Arab Republic become part of the OIC?,1972,numeric
3295,At what year did SYRIAN  Arab Republic receive membership in the OIC?,1972,numeric
3296,which year was SYRIAN  Arab Republic accepted as a member of the OIC?,1972,numeric
3297,give me the year when SYRIAN  Arab Republic became a member of the OIC,1972,numeric
3298,The year when SYRIAN  Arab Republic obtain its OIC membership?,1972,numeric
3299,what was the year when SYRIAN  Arab Republic acquired membership in the OIC?,1972,numeric
3300,At what year did Republic of SURINAME attain membership in the OIC?,1996,numeric
3301,Which year was Republic of SURINAME admitted to the OIC?,1996,numeric
3302,At what year did Republic of SURINAME gain entry into the OIC?,1996,numeric
3303,When did Republic of SURINAME become a member state of the OIC?,1996,numeric
3304,Republic of SURINAME year of admission into the OIC,1996,numeric
3305,the year when Republic of SURINAME granted OIC membership?,1996,numeric
3306,At what year did Republic of SURINAME secure its place in the OIC?,1996,numeric
3307,Which year did Republic of SURINAME achieve membership status within the OIC?,1996,numeric
3308,At what specific year did Republic of SURINAME enter the OIC?,1996,numeric
3309,Which year did Republic of SURINAME become part of the OIC?,1996,numeric
3310,At what year did Republic of SURINAME receive membership in the OIC?,1996,numeric
3311,which year was Republic of SURINAME accepted as a member of the OIC?,1996,numeric
3312,give me the year when Republic of SURINAME became a member of the OIC,1996,numeric
3313,The year when Republic of SURINAME obtain its OIC membership?,1996,numeric
3314,what was the year when Republic of SURINAME acquired membership in the OIC?,1996,numeric
3315,At what year did Republic of SIERRA LEONE attain membership in the OIC?,1972,numeric
3316,Which year was Republic of SIERRA LEONE admitted to the OIC?,1972,numeric
3317,At what year did Republic of SIERRA LEONE gain entry into the OIC?,1972,numeric
3318,When did Republic of SIERRA LEONE become a member state of the OIC?,1972,numeric
3319,Republic of SIERRA LEONE year of admission into the OIC,1972,numeric
3320,the year when Republic of SIERRA LEONE granted OIC membership?,1972,numeric
3321,At what year did Republic of SIERRA LEONE secure its place in the OIC?,1972,numeric
3322,Which year did Republic of SIERRA LEONE achieve membership status within the OIC?,1972,numeric
3323,At what specific year did Republic of SIERRA LEONE enter the OIC?,1972,numeric
3324,Which year did Republic of SIERRA LEONE become part of the OIC?,1972,numeric
3325,At what year did Republic of SIERRA LEONE receive membership in the OIC?,1972,numeric
3326,which year was Republic of SIERRA LEONE accepted as a member of the OIC?,1972,numeric
3327,give me the year when Republic of SIERRA LEONE became a member of the OIC,1972,numeric
3328,The year when Republic of SIERRA LEONE obtain its OIC membership?,1972,numeric
3329,what was the year when Republic of SIERRA LEONE acquired membership in the OIC?,1972,numeric
3330,At what year did Republic of SOMALIA attain membership in the OIC?,1969,numeric
3331,Which year was Republic of SOMALIA admitted to the OIC?,1969,numeric
3332,At what year did Republic of SOMALIA gain entry into the OIC?,1969,numeric
3333,When did Republic of SOMALIA become a member state of the OIC?,1969,numeric
3334,Republic of SOMALIA year of admission into the OIC,1969,numeric
3335,the year when Republic of SOMALIA granted OIC membership?,1969,numeric
3336,At what year did Republic of SOMALIA secure its place in the OIC?,1969,numeric
3337,Which year did Republic of SOMALIA achieve membership status within the OIC?,1969,numeric
3338,At what specific year did Republic of SOMALIA enter the OIC?,1969,numeric
3339,Which year did Republic of SOMALIA become part of the OIC?,1969,numeric
3340,At what year did Republic of SOMALIA receive membership in the OIC?,1969,numeric
3341,which year was Republic of SOMALIA accepted as a member of the OIC?,1969,numeric
3342,give me the year when Republic of SOMALIA became a member of the OIC,1969,numeric
3343,The year when Republic of SOMALIA obtain its OIC membership?,1969,numeric
3344,what was the year when Republic of SOMALIA acquired membership in the OIC?,1969,numeric
3345,At what year did Republic of IRAQ attain membership in the OIC?,1975,numeric
3346,Which year was Republic of IRAQ admitted to the OIC?,1975,numeric
3347,At what year did Republic of IRAQ gain entry into the OIC?,1975,numeric
3348,When did Republic of IRAQ become a member state of the OIC?,1975,numeric
3349,Republic of IRAQ year of admission into the OIC,1975,numeric
3350,the year when Republic of IRAQ granted OIC membership?,1975,numeric
3351,At what year did Republic of IRAQ secure its place in the OIC?,1975,numeric
3352,Which year did Republic of IRAQ achieve membership status within the OIC?,1975,numeric
3353,At what specific year did Republic of IRAQ enter the OIC?,1975,numeric
3354,Which year did Republic of IRAQ become part of the OIC?,1975,numeric
3355,At what year did Republic of IRAQ receive membership in the OIC?,1975,numeric
3356,which year was Republic of IRAQ accepted as a member of the OIC?,1975,numeric
3357,give me the year when Republic of IRAQ became a member of the OIC,1975,numeric
3358,The year when Republic of IRAQ obtain its OIC membership?,1975,numeric
3359,what was the year when Republic of IRAQ acquired membership in the OIC?,1975,numeric
3360,At what year did Sultanate of OMAN attain membership in the OIC?,1972,numeric
3361,Which year was Sultanate of OMAN admitted to the OIC?,1972,numeric
3362,At what year did Sultanate of OMAN gain entry into the OIC?,1972,numeric
3363,When did Sultanate of OMAN become a member state of the OIC?,1972,numeric
3364,Sultanate of OMAN year of admission into the OIC,1972,numeric
3365,the year when Sultanate of OMAN granted OIC membership?,1972,numeric
3366,At what year did Sultanate of OMAN secure its place in the OIC?,1972,numeric
3367,Which year did Sultanate of OMAN achieve membership status within the OIC?,1972,numeric
3368,At what specific year did Sultanate of OMAN enter the OIC?,1972,numeric
3369,Which year did Sultanate of OMAN become part of the OIC?,1972,numeric
3370,At what year did Sultanate of OMAN receive membership in the OIC?,1972,numeric
3371,which year was Sultanate of OMAN accepted as a member of the OIC?,1972,numeric
3372,give me the year when Sultanate of OMAN became a member of the OIC,1972,numeric
3373,The year when Sultanate of OMAN obtain its OIC membership?,1972,numeric
3374,what was the year when Sultanate of OMAN acquired membership in the OIC?,1972,numeric
3375,At what year did Republic of GABON attain membership in the OIC?,1974,numeric
3376,Which year was Republic of GABON admitted to the OIC?,1974,numeric
3377,At what year did Republic of GABON gain entry into the OIC?,1974,numeric
3378,When did Republic of GABON become a member state of the OIC?,1974,numeric
3379,Republic of GABON year of admission into the OIC,1974,numeric
3380,the year when Republic of GABON granted OIC membership?,1974,numeric
3381,At what year did Republic of GABON secure its place in the OIC?,1974,numeric
3382,Which year did Republic of GABON achieve membership status within the OIC?,1974,numeric
3383,At what specific year did Republic of GABON enter the OIC?,1974,numeric
3384,Which year did Republic of GABON become part of the OIC?,1974,numeric
3385,At what year did Republic of GABON receive membership in the OIC?,1974,numeric
3386,which year was Republic of GABON accepted as a member of the OIC?,1974,numeric
3387,give me the year when Republic of GABON became a member of the OIC,1974,numeric
3388,The year when Republic of GABON obtain its OIC membership?,1974,numeric
3389,what was the year when Republic of GABON acquired membership in the OIC?,1974,numeric
3390,At what year did Republic of The Gambia attain membership in the OIC?,1974,numeric
3391,Which year was Republic of The Gambia admitted to the OIC?,1974,numeric
3392,At what year did Republic of The Gambia gain entry into the OIC?,1974,numeric
3393,When did Republic of The Gambia become a member state of the OIC?,1974,numeric
3394,Republic of The Gambia year of admission into the OIC,1974,numeric
3395,the year when Republic of The Gambia granted OIC membership?,1974,numeric
3396,At what year did Republic of The Gambia secure its place in the OIC?,1974,numeric
3397,Which year did Republic of The Gambia achieve membership status within the OIC?,1974,numeric
3398,At what specific year did Republic of The Gambia enter the OIC?,1974,numeric
3399,Which year did Republic of The Gambia become part of the OIC?,1974,numeric
3400,At what year did Republic of The Gambia receive membership in the OIC?,1974,numeric
3401,which year was Republic of The Gambia accepted as a member of the OIC?,1974,numeric
3402,give me the year when Republic of The Gambia became a member of the OIC,1974,numeric
3403,The year when Republic of The Gambia obtain its OIC membership?,1974,numeric
3404,what was the year when Republic of The Gambia acquired membership in the OIC?,1974,numeric
3405,At what year did Republic of GUYANA attain membership in the OIC?,1998,numeric
3406,Which year was Republic of GUYANA admitted to the OIC?,1998,numeric
3407,At what year did Republic of GUYANA gain entry into the OIC?,1998,numeric
3408,When did Republic of GUYANA become a member state of the OIC?,1998,numeric
3409,Republic of GUYANA year of admission into the OIC,1998,numeric
3410,the year when Republic of GUYANA granted OIC membership?,1998,numeric
3411,At what year did Republic of GUYANA secure its place in the OIC?,1998,numeric
3412,Which year did Republic of GUYANA achieve membership status within the OIC?,1998,numeric
3413,At what specific year did Republic of GUYANA enter the OIC?,1998,numeric
3414,Which year did Republic of GUYANA become part of the OIC?,1998,numeric
3415,At what year did Republic of GUYANA receive membership in the OIC?,1998,numeric
3416,which year was Republic of GUYANA accepted as a member of the OIC?,1998,numeric
3417,give me the year when Republic of GUYANA became a member of the OIC,1998,numeric
3418,The year when Republic of GUYANA obtain its OIC membership?,1998,numeric
3419,what was the year when Republic of GUYANA acquired membership in the OIC?,1998,numeric
3420,At what year did Republic of GUINEA attain membership in the OIC?,1969,numeric
3421,Which year was Republic of GUINEA admitted to the OIC?,1969,numeric
3422,At what year did Republic of GUINEA gain entry into the OIC?,1969,numeric
3423,When did Republic of GUINEA become a member state of the OIC?,1969,numeric
3424,Republic of GUINEA year of admission into the OIC,1969,numeric
3425,the year when Republic of GUINEA granted OIC membership?,1969,numeric
3426,At what year did Republic of GUINEA secure its place in the OIC?,1969,numeric
3427,Which year did Republic of GUINEA achieve membership status within the OIC?,1969,numeric
3428,At what specific year did Republic of GUINEA enter the OIC?,1969,numeric
3429,Which year did Republic of GUINEA become part of the OIC?,1969,numeric
3430,At what year did Republic of GUINEA receive membership in the OIC?,1969,numeric
3431,which year was Republic of GUINEA accepted as a member of the OIC?,1969,numeric
3432,give me the year when Republic of GUINEA became a member of the OIC,1969,numeric
3433,The year when Republic of GUINEA obtain its OIC membership?,1969,numeric
3434,what was the year when Republic of GUINEA acquired membership in the OIC?,1969,numeric
3435,At what year did Republic of GUINEA-BISSAU attain membership in the OIC?,1974,numeric
3436,Which year was Republic of GUINEA-BISSAU admitted to the OIC?,1974,numeric
3437,At what year did Republic of GUINEA-BISSAU gain entry into the OIC?,1974,numeric
3438,When did Republic of GUINEA-BISSAU become a member state of the OIC?,1974,numeric
3439,Republic of GUINEA-BISSAU year of admission into the OIC,1974,numeric
3440,the year when Republic of GUINEA-BISSAU granted OIC membership?,1974,numeric
3441,At what year did Republic of GUINEA-BISSAU secure its place in the OIC?,1974,numeric
3442,Which year did Republic of GUINEA-BISSAU achieve membership status within the OIC?,1974,numeric
3443,At what specific year did Republic of GUINEA-BISSAU enter the OIC?,1974,numeric
3444,Which year did Republic of GUINEA-BISSAU become part of the OIC?,1974,numeric
3445,At what year did Republic of GUINEA-BISSAU receive membership in the OIC?,1974,numeric
3446,which year was Republic of GUINEA-BISSAU accepted as a member of the OIC?,1974,numeric
3447,give me the year when Republic of GUINEA-BISSAU became a member of the OIC,1974,numeric
3448,The year when Republic of GUINEA-BISSAU obtain its OIC membership?,1974,numeric
3449,what was the year when Republic of GUINEA-BISSAU acquired membership in the OIC?,1974,numeric
3450,At what year did State of PALESTINE attain membership in the OIC?,1969,numeric
3451,Which year was State of PALESTINE admitted to the OIC?,1969,numeric
3452,At what year did State of PALESTINE gain entry into the OIC?,1969,numeric
3453,When did State of PALESTINE become a member state of the OIC?,1969,numeric
3454,State of PALESTINE year of admission into the OIC,1969,numeric
3455,the year when State of PALESTINE granted OIC membership?,1969,numeric
3456,At what year did State of PALESTINE secure its place in the OIC?,1969,numeric
3457,Which year did State of PALESTINE achieve membership status within the OIC?,1969,numeric
