Unnamed: 0,questions,answer,type
7084,What was the demographic size of South Australia's 80-84  age category in 2021?,"45,666",numeric
7085,How many residents aged 80-84  were recorded in South Australia in 2021?,"45,666",numeric
7086,What was the population tally for South Australia's 80-84  age group in 2021?,"45,666",numeric
7087,How many individuals aged 80-84  were living in South Australia in 2021?,"45,666",numeric
7088,What was the count of South Australia's 80-84  age range population in 2021?,"45,666",numeric
7089,What was the population size of South Australia's 80-84  age group in 2021?,"45,666",numeric
7090,What was the population census result for South Australia's 80-84  age cohort in 2021?,"45,666",numeric
7091,How many people in the age group 80-84  were accounted for in South Australia's 2021 census?,"45,666",numeric
7092,What was the population total for South Australia's 80-84  age demographic in 2021?,"45,666",numeric
7093,"In 2021, what was the population of South Australia of the age group 80-84  years?","45,666",numeric
7094,population of South Australia in 2021 between 80-84  age group,"45,666",numeric
7095,What was the population count of Western Australia's 80-84  age group in 2021?,"53,115",numeric
7096,How many individuals aged 80-84  were there in Western Australia in 2021?,"53,115",numeric
7097,What was Western Australia's population figure for the 80-84  age bracket in 2021?,"53,115",numeric
7098,"In 2021, what was the number of people aged 80-84  residing in Western Australia?","53,115",numeric
7099,What was the demographic size of Western Australia's 80-84  age category in 2021?,"53,115",numeric
7100,How many residents aged 80-84  were recorded in Western Australia in 2021?,"53,115",numeric
7101,What was the population tally for Western Australia's 80-84  age group in 2021?,"53,115",numeric
7102,How many individuals aged 80-84  were living in Western Australia in 2021?,"53,115",numeric
7103,What was the count of Western Australia's 80-84  age range population in 2021?,"53,115",numeric
7104,What was the population size of Western Australia's 80-84  age group in 2021?,"53,115",numeric
7105,What was the population census result for Western Australia's 80-84  age cohort in 2021?,"53,115",numeric
7106,How many people in the age group 80-84  were accounted for in Western Australia's 2021 census?,"53,115",numeric
7107,What was the population total for Western Australia's 80-84  age demographic in 2021?,"53,115",numeric
7108,"In 2021, what was the population of Western Australia of the age group 80-84  years?","53,115",numeric
7109,population of Western Australia in 2021 between 80-84  age group,"53,115",numeric
7110,What was the population count of Tasmania's 80-84  age group in 2021?,"14,617",numeric
7111,How many individuals aged 80-84  were there in Tasmania in 2021?,"14,617",numeric
7112,What was Tasmania's population figure for the 80-84  age bracket in 2021?,"14,617",numeric
7113,"In 2021, what was the number of people aged 80-84  residing in Tasmania?","14,617",numeric
7114,What was the demographic size of Tasmania's 80-84  age category in 2021?,"14,617",numeric
7115,How many residents aged 80-84  were recorded in Tasmania in 2021?,"14,617",numeric
7116,What was the population tally for Tasmania's 80-84  age group in 2021?,"14,617",numeric
7117,How many individuals aged 80-84  were living in Tasmania in 2021?,"14,617",numeric
7118,What was the count of Tasmania's 80-84  age range population in 2021?,"14,617",numeric
7119,What was the population size of Tasmania's 80-84  age group in 2021?,"14,617",numeric
7120,What was the population census result for Tasmania's 80-84  age cohort in 2021?,"14,617",numeric
7121,How many people in the age group 80-84  were accounted for in Tasmania's 2021 census?,"14,617",numeric
7122,What was the population total for Tasmania's 80-84  age demographic in 2021?,"14,617",numeric
7123,"In 2021, what was the population of Tasmania of the age group 80-84  years?","14,617",numeric
7124,population of Tasmania in 2021 between 80-84  age group,"14,617",numeric
7125,What was the population count of Northern Territory's 80-84  age group in 2021?,"1,876",numeric
7126,How many individuals aged 80-84  were there in Northern Territory in 2021?,"1,876",numeric
7127,What was Northern Territory's population figure for the 80-84  age bracket in 2021?,"1,876",numeric
7128,"In 2021, what was the number of people aged 80-84  residing in Northern Territory?","1,876",numeric
7129,What was the demographic size of Northern Territory's 80-84  age category in 2021?,"1,876",numeric
7130,How many residents aged 80-84  were recorded in Northern Territory in 2021?,"1,876",numeric
7131,What was the population tally for Northern Territory's 80-84  age group in 2021?,"1,876",numeric
7132,How many individuals aged 80-84  were living in Northern Territory in 2021?,"1,876",numeric
7133,What was the count of Northern Territory's 80-84  age range population in 2021?,"1,876",numeric
7134,What was the population size of Northern Territory's 80-84  age group in 2021?,"1,876",numeric
7135,What was the population census result for Northern Territory's 80-84  age cohort in 2021?,"1,876",numeric
7136,How many people in the age group 80-84  were accounted for in Northern Territory's 2021 census?,"1,876",numeric
7137,What was the population total for Northern Territory's 80-84  age demographic in 2021?,"1,876",numeric
7138,"In 2021, what was the population of Northern Territory of the age group 80-84  years?","1,876",numeric
7139,population of Northern Territory in 2021 between 80-84  age group,"1,876",numeric
7140,What was the population count of Australian Capital Territory's 80-84  age group in 2021?,"7,598",numeric
7141,How many individuals aged 80-84  were there in Australian Capital Territory in 2021?,"7,598",numeric
7142,What was Australian Capital Territory's population figure for the 80-84  age bracket in 2021?,"7,598",numeric
7143,"In 2021, what was the number of people aged 80-84  residing in Australian Capital Territory?","7,598",numeric
7144,What was the demographic size of Australian Capital Territory's 80-84  age category in 2021?,"7,598",numeric
7145,How many residents aged 80-84  were recorded in Australian Capital Territory in 2021?,"7,598",numeric
7146,What was the population tally for Australian Capital Territory's 80-84  age group in 2021?,"7,598",numeric
7147,How many individuals aged 80-84  were living in Australian Capital Territory in 2021?,"7,598",numeric
7148,What was the count of Australian Capital Territory's 80-84  age range population in 2021?,"7,598",numeric
7149,What was the population size of Australian Capital Territory's 80-84  age group in 2021?,"7,598",numeric
7150,What was the population census result for Australian Capital Territory's 80-84  age cohort in 2021?,"7,598",numeric
7151,How many people in the age group 80-84  were accounted for in Australian Capital Territory's 2021 census?,"7,598",numeric
7152,What was the population total for Australian Capital Territory's 80-84  age demographic in 2021?,"7,598",numeric
7153,"In 2021, what was the population of Australian Capital Territory of the age group 80-84  years?","7,598",numeric
7154,population of Australian Capital Territory in 2021 between 80-84  age group,"7,598",numeric
7155,What was the population count of Australia's 85 and over age group in 2021?,"542,342",numeric
7156,How many individuals aged 85 and over were there in Australia in 2021?,"542,342",numeric
7157,What was Australia's population figure for the 85 and over age bracket in 2021?,"542,342",numeric
7158,"In 2021, what was the number of people aged 85 and over residing in Australia?","542,342",numeric
7159,What was the demographic size of Australia's 85 and over age category in 2021?,"542,342",numeric
7160,How many residents aged 85 and over were recorded in Australia in 2021?,"542,342",numeric
7161,What was the population tally for Australia's 85 and over age group in 2021?,"542,342",numeric
7162,How many individuals aged 85 and over were living in Australia in 2021?,"542,342",numeric
7163,What was the count of Australia's 85 and over age range population in 2021?,"542,342",numeric
7164,What was the population size of Australia's 85 and over age group in 2021?,"542,342",numeric
7165,What was the population census result for Australia's 85 and over age cohort in 2021?,"542,342",numeric
7166,How many people in the age group 85 and over were accounted for in Australia's 2021 census?,"542,342",numeric
7167,What was the population total for Australia's 85 and over age demographic in 2021?,"542,342",numeric
7168,"In 2021, what was the population of Australia of the age group 85 and over years?","542,342",numeric
7169,population of Australia in 2021 between 85 and over age group,"542,342",numeric
7170,What was the population count of New South Wales's 85 and over age group in 2021?,"183,895",numeric
7171,How many individuals aged 85 and over were there in New South Wales in 2021?,"183,895",numeric
7172,What was New South Wales's population figure for the 85 and over age bracket in 2021?,"183,895",numeric
7173,"In 2021, what was the number of people aged 85 and over residing in New South Wales?","183,895",numeric
7174,What was the demographic size of New South Wales's 85 and over age category in 2021?,"183,895",numeric
7175,How many residents aged 85 and over were recorded in New South Wales in 2021?,"183,895",numeric
7176,What was the population tally for New South Wales's 85 and over age group in 2021?,"183,895",numeric
7177,How many individuals aged 85 and over were living in New South Wales in 2021?,"183,895",numeric
7178,What was the count of New South Wales's 85 and over age range population in 2021?,"183,895",numeric
7179,What was the population size of New South Wales's 85 and over age group in 2021?,"183,895",numeric
7180,What was the population census result for New South Wales's 85 and over age cohort in 2021?,"183,895",numeric
7181,How many people in the age group 85 and over were accounted for in New South Wales's 2021 census?,"183,895",numeric
7182,What was the population total for New South Wales's 85 and over age demographic in 2021?,"183,895",numeric
7183,"In 2021, what was the population of New South Wales of the age group 85 and over years?","183,895",numeric
7184,population of New South Wales in 2021 between 85 and over age group,"183,895",numeric
7185,What was the population count of Victoria's 85 and over age group in 2021?,"142,475",numeric
7186,How many individuals aged 85 and over were there in Victoria in 2021?,"142,475",numeric
7187,What was Victoria's population figure for the 85 and over age bracket in 2021?,"142,475",numeric
7188,"In 2021, what was the number of people aged 85 and over residing in Victoria?","142,475",numeric
7189,What was the demographic size of Victoria's 85 and over age category in 2021?,"142,475",numeric
7190,How many residents aged 85 and over were recorded in Victoria in 2021?,"142,475",numeric
7191,What was the population tally for Victoria's 85 and over age group in 2021?,"142,475",numeric
7192,How many individuals aged 85 and over were living in Victoria in 2021?,"142,475",numeric
7193,What was the count of Victoria's 85 and over age range population in 2021?,"142,475",numeric
7194,What was the population size of Victoria's 85 and over age group in 2021?,"142,475",numeric
7195,What was the population census result for Victoria's 85 and over age cohort in 2021?,"142,475",numeric
7196,How many people in the age group 85 and over were accounted for in Victoria's 2021 census?,"142,475",numeric
7197,What was the population total for Victoria's 85 and over age demographic in 2021?,"142,475",numeric
7198,"In 2021, what was the population of Victoria of the age group 85 and over years?","142,475",numeric
7199,population of Victoria in 2021 between 85 and over age group,"142,475",numeric
7200,What was the population count of Queensland's 85 and over age group in 2021?,"97,140",numeric
7201,How many individuals aged 85 and over were there in Queensland in 2021?,"97,140",numeric
7202,What was Queensland's population figure for the 85 and over age bracket in 2021?,"97,140",numeric
7203,"In 2021, what was the number of people aged 85 and over residing in Queensland?","97,140",numeric
7204,What was the demographic size of Queensland's 85 and over age category in 2021?,"97,140",numeric
7205,How many residents aged 85 and over were recorded in Queensland in 2021?,"97,140",numeric
7206,What was the population tally for Queensland's 85 and over age group in 2021?,"97,140",numeric
7207,How many individuals aged 85 and over were living in Queensland in 2021?,"97,140",numeric
7208,What was the count of Queensland's 85 and over age range population in 2021?,"97,140",numeric
7209,What was the population size of Queensland's 85 and over age group in 2021?,"97,140",numeric
7210,What was the population census result for Queensland's 85 and over age cohort in 2021?,"97,140",numeric
7211,How many people in the age group 85 and over were accounted for in Queensland's 2021 census?,"97,140",numeric
7212,What was the population total for Queensland's 85 and over age demographic in 2021?,"97,140",numeric
7213,"In 2021, what was the population of Queensland of the age group 85 and over years?","97,140",numeric
7214,population of Queensland in 2021 between 85 and over age group,"97,140",numeric
7215,What was the population count of South Australia's 85 and over age group in 2021?,"47,325",numeric
7216,How many individuals aged 85 and over were there in South Australia in 2021?,"47,325",numeric
7217,What was South Australia's population figure for the 85 and over age bracket in 2021?,"47,325",numeric
7218,"In 2021, what was the number of people aged 85 and over residing in South Australia?","47,325",numeric
7219,What was the demographic size of South Australia's 85 and over age category in 2021?,"47,325",numeric
7220,How many residents aged 85 and over were recorded in South Australia in 2021?,"47,325",numeric
7221,What was the population tally for South Australia's 85 and over age group in 2021?,"47,325",numeric
7222,How many individuals aged 85 and over were living in South Australia in 2021?,"47,325",numeric
7223,What was the count of South Australia's 85 and over age range population in 2021?,"47,325",numeric
7224,What was the population size of South Australia's 85 and over age group in 2021?,"47,325",numeric
7225,What was the population census result for South Australia's 85 and over age cohort in 2021?,"47,325",numeric
7226,How many people in the age group 85 and over were accounted for in South Australia's 2021 census?,"47,325",numeric
7227,What was the population total for South Australia's 85 and over age demographic in 2021?,"47,325",numeric
7228,"In 2021, what was the population of South Australia of the age group 85 and over years?","47,325",numeric
7229,population of South Australia in 2021 between 85 and over age group,"47,325",numeric
7230,What was the population count of Western Australia's 85 and over age group in 2021?,"50,106",numeric
7231,How many individuals aged 85 and over were there in Western Australia in 2021?,"50,106",numeric
7232,What was Western Australia's population figure for the 85 and over age bracket in 2021?,"50,106",numeric
7233,"In 2021, what was the number of people aged 85 and over residing in Western Australia?","50,106",numeric
7234,What was the demographic size of Western Australia's 85 and over age category in 2021?,"50,106",numeric
7235,How many residents aged 85 and over were recorded in Western Australia in 2021?,"50,106",numeric
7236,What was the population tally for Western Australia's 85 and over age group in 2021?,"50,106",numeric
7237,How many individuals aged 85 and over were living in Western Australia in 2021?,"50,106",numeric
7238,What was the count of Western Australia's 85 and over age range population in 2021?,"50,106",numeric
7239,What was the population size of Western Australia's 85 and over age group in 2021?,"50,106",numeric
7240,What was the population census result for Western Australia's 85 and over age cohort in 2021?,"50,106",numeric
7241,How many people in the age group 85 and over were accounted for in Western Australia's 2021 census?,"50,106",numeric
7242,What was the population total for Western Australia's 85 and over age demographic in 2021?,"50,106",numeric
7243,"In 2021, what was the population of Western Australia of the age group 85 and over years?","50,106",numeric
7244,population of Western Australia in 2021 between 85 and over age group,"50,106",numeric
7245,What was the population count of Tasmania's 85 and over age group in 2021?,"12,995",numeric
7246,How many individuals aged 85 and over were there in Tasmania in 2021?,"12,995",numeric
7247,What was Tasmania's population figure for the 85 and over age bracket in 2021?,"12,995",numeric
7248,"In 2021, what was the number of people aged 85 and over residing in Tasmania?","12,995",numeric
7249,What was the demographic size of Tasmania's 85 and over age category in 2021?,"12,995",numeric
7250,How many residents aged 85 and over were recorded in Tasmania in 2021?,"12,995",numeric
7251,What was the population tally for Tasmania's 85 and over age group in 2021?,"12,995",numeric
7252,How many individuals aged 85 and over were living in Tasmania in 2021?,"12,995",numeric
7253,What was the count of Tasmania's 85 and over age range population in 2021?,"12,995",numeric
7254,What was the population size of Tasmania's 85 and over age group in 2021?,"12,995",numeric
7255,What was the population census result for Tasmania's 85 and over age cohort in 2021?,"12,995",numeric
7256,How many people in the age group 85 and over were accounted for in Tasmania's 2021 census?,"12,995",numeric
7257,What was the population total for Tasmania's 85 and over age demographic in 2021?,"12,995",numeric
7258,"In 2021, what was the population of Tasmania of the age group 85 and over years?","12,995",numeric
7259,population of Tasmania in 2021 between 85 and over age group,"12,995",numeric
7260,What was the population count of Northern Territory's 85 and over age group in 2021?,"1,157",numeric
7261,How many individuals aged 85 and over were there in Northern Territory in 2021?,"1,157",numeric
7262,What was Northern Territory's population figure for the 85 and over age bracket in 2021?,"1,157",numeric
7263,"In 2021, what was the number of people aged 85 and over residing in Northern Territory?","1,157",numeric
7264,What was the demographic size of Northern Territory's 85 and over age category in 2021?,"1,157",numeric
7265,How many residents aged 85 and over were recorded in Northern Territory in 2021?,"1,157",numeric
7266,What was the population tally for Northern Territory's 85 and over age group in 2021?,"1,157",numeric
7267,How many individuals aged 85 and over were living in Northern Territory in 2021?,"1,157",numeric
7268,What was the count of Northern Territory's 85 and over age range population in 2021?,"1,157",numeric
7269,What was the population size of Northern Territory's 85 and over age group in 2021?,"1,157",numeric
7270,What was the population census result for Northern Territory's 85 and over age cohort in 2021?,"1,157",numeric
7271,How many people in the age group 85 and over were accounted for in Northern Territory's 2021 census?,"1,157",numeric
7272,What was the population total for Northern Territory's 85 and over age demographic in 2021?,"1,157",numeric
7273,"In 2021, what was the population of Northern Territory of the age group 85 and over years?","1,157",numeric
7274,population of Northern Territory in 2021 between 85 and over age group,"1,157",numeric
7275,What was the population count of Australian Capital Territory's 85 and over age group in 2021?,"7,181",numeric
7276,How many individuals aged 85 and over were there in Australian Capital Territory in 2021?,"7,181",numeric
7277,What was Australian Capital Territory's population figure for the 85 and over age bracket in 2021?,"7,181",numeric
7278,"In 2021, what was the number of people aged 85 and over residing in Australian Capital Territory?","7,181",numeric
7279,What was the demographic size of Australian Capital Territory's 85 and over age category in 2021?,"7,181",numeric
7280,How many residents aged 85 and over were recorded in Australian Capital Territory in 2021?,"7,181",numeric
7281,What was the population tally for Australian Capital Territory's 85 and over age group in 2021?,"7,181",numeric
7282,How many individuals aged 85 and over were living in Australian Capital Territory in 2021?,"7,181",numeric
7283,What was the count of Australian Capital Territory's 85 and over age range population in 2021?,"7,181",numeric
7284,What was the population size of Australian Capital Territory's 85 and over age group in 2021?,"7,181",numeric
7285,What was the population census result for Australian Capital Territory's 85 and over age cohort in 2021?,"7,181",numeric
7286,How many people in the age group 85 and over were accounted for in Australian Capital Territory's 2021 census?,"7,181",numeric
7287,What was the population total for Australian Capital Territory's 85 and over age demographic in 2021?,"7,181",numeric
7288,"In 2021, what was the population of Australian Capital Territory of the age group 85 and over years?","7,181",numeric
7289,population of Australian Capital Territory in 2021 between 85 and over age group,"7,181",numeric
7290,What was the population count of Australia's 0-4 age group in 2001?,"1,243,969",numeric
7291,How many individuals aged 0-4 were there in Australia in 2001?,"1,243,969",numeric
7292,What was Australia's population figure for the 0-4 age bracket in 2001?,"1,243,969",numeric
7293,"In 2001, what was the number of people aged 0-4 residing in Australia?","1,243,969",numeric
7294,What was the demographic size of Australia's 0-4 age category in 2001?,"1,243,969",numeric
7295,How many residents aged 0-4 were recorded in Australia in 2001?,"1,243,969",numeric
7296,What was the population tally for Australia's 0-4 age group in 2001?,"1,243,969",numeric
7297,How many individuals aged 0-4 were living in Australia in 2001?,"1,243,969",numeric
7298,What was the count of Australia's 0-4 age range population in 2001?,"1,243,969",numeric
7299,What was the population size of Australia's 0-4 age group in 2001?,"1,243,969",numeric
7300,What was the population census result for Australia's 0-4 age cohort in 2001?,"1,243,969",numeric
7301,How many people in the age group 0-4 were accounted for in Australia's 2001 census?,"1,243,969",numeric
7302,What was the population total for Australia's 0-4 age demographic in 2001?,"1,243,969",numeric
7303,"In 2001, what was the population of Australia of the age group 0-4 years?","1,243,969",numeric
7304,population of Australia in 2001 between 0-4 age group,"1,243,969",numeric
7305,What was the population count of New South Wales's 0-4 age group in 2001?,"422,341",numeric
7306,How many individuals aged 0-4 were there in New South Wales in 2001?,"422,341",numeric
7307,What was New South Wales's population figure for the 0-4 age bracket in 2001?,"422,341",numeric
7308,"In 2001, what was the number of people aged 0-4 residing in New South Wales?","422,341",numeric
7309,What was the demographic size of New South Wales's 0-4 age category in 2001?,"422,341",numeric
7310,How many residents aged 0-4 were recorded in New South Wales in 2001?,"422,341",numeric
7311,What was the population tally for New South Wales's 0-4 age group in 2001?,"422,341",numeric
7312,How many individuals aged 0-4 were living in New South Wales in 2001?,"422,341",numeric
7313,What was the count of New South Wales's 0-4 age range population in 2001?,"422,341",numeric
7314,What was the population size of New South Wales's 0-4 age group in 2001?,"422,341",numeric
7315,What was the population census result for New South Wales's 0-4 age cohort in 2001?,"422,341",numeric
7316,How many people in the age group 0-4 were accounted for in New South Wales's 2001 census?,"422,341",numeric
7317,What was the population total for New South Wales's 0-4 age demographic in 2001?,"422,341",numeric
7318,"In 2001, what was the population of New South Wales of the age group 0-4 years?","422,341",numeric
7319,population of New South Wales in 2001 between 0-4 age group,"422,341",numeric
7320,What was the population count of Victoria's 0-4 age group in 2001?,"299,615",numeric
7321,How many individuals aged 0-4 were there in Victoria in 2001?,"299,615",numeric
7322,What was Victoria's population figure for the 0-4 age bracket in 2001?,"299,615",numeric
7323,"In 2001, what was the number of people aged 0-4 residing in Victoria?","299,615",numeric
7324,What was the demographic size of Victoria's 0-4 age category in 2001?,"299,615",numeric
7325,How many residents aged 0-4 were recorded in Victoria in 2001?,"299,615",numeric
7326,What was the population tally for Victoria's 0-4 age group in 2001?,"299,615",numeric
7327,How many individuals aged 0-4 were living in Victoria in 2001?,"299,615",numeric
7328,What was the count of Victoria's 0-4 age range population in 2001?,"299,615",numeric
7329,What was the population size of Victoria's 0-4 age group in 2001?,"299,615",numeric
7330,What was the population census result for Victoria's 0-4 age cohort in 2001?,"299,615",numeric
7331,How many people in the age group 0-4 were accounted for in Victoria's 2001 census?,"299,615",numeric
7332,What was the population total for Victoria's 0-4 age demographic in 2001?,"299,615",numeric
7333,"In 2001, what was the population of Victoria of the age group 0-4 years?","299,615",numeric
7334,population of Victoria in 2001 between 0-4 age group,"299,615",numeric
7335,What was the population count of Queensland's 0-4 age group in 2001?,"242,551",numeric
7336,How many individuals aged 0-4 were there in Queensland in 2001?,"242,551",numeric
7337,What was Queensland's population figure for the 0-4 age bracket in 2001?,"242,551",numeric
7338,"In 2001, what was the number of people aged 0-4 residing in Queensland?","242,551",numeric
7339,What was the demographic size of Queensland's 0-4 age category in 2001?,"242,551",numeric
7340,How many residents aged 0-4 were recorded in Queensland in 2001?,"242,551",numeric
7341,What was the population tally for Queensland's 0-4 age group in 2001?,"242,551",numeric
7342,How many individuals aged 0-4 were living in Queensland in 2001?,"242,551",numeric
7343,What was the count of Queensland's 0-4 age range population in 2001?,"242,551",numeric
7344,What was the population size of Queensland's 0-4 age group in 2001?,"242,551",numeric
7345,What was the population census result for Queensland's 0-4 age cohort in 2001?,"242,551",numeric
7346,How many people in the age group 0-4 were accounted for in Queensland's 2001 census?,"242,551",numeric
7347,What was the population total for Queensland's 0-4 age demographic in 2001?,"242,551",numeric
7348,"In 2001, what was the population of Queensland of the age group 0-4 years?","242,551",numeric
7349,population of Queensland in 2001 between 0-4 age group,"242,551",numeric
7350,What was the population count of South Australia's 0-4 age group in 2001?,"89,529",numeric
7351,How many individuals aged 0-4 were there in South Australia in 2001?,"89,529",numeric
7352,What was South Australia's population figure for the 0-4 age bracket in 2001?,"89,529",numeric
7353,"In 2001, what was the number of people aged 0-4 residing in South Australia?","89,529",numeric
7354,What was the demographic size of South Australia's 0-4 age category in 2001?,"89,529",numeric
7355,How many residents aged 0-4 were recorded in South Australia in 2001?,"89,529",numeric
7356,What was the population tally for South Australia's 0-4 age group in 2001?,"89,529",numeric
7357,How many individuals aged 0-4 were living in South Australia in 2001?,"89,529",numeric
7358,What was the count of South Australia's 0-4 age range population in 2001?,"89,529",numeric
7359,What was the population size of South Australia's 0-4 age group in 2001?,"89,529",numeric
7360,What was the population census result for South Australia's 0-4 age cohort in 2001?,"89,529",numeric
7361,How many people in the age group 0-4 were accounted for in South Australia's 2001 census?,"89,529",numeric
7362,What was the population total for South Australia's 0-4 age demographic in 2001?,"89,529",numeric
7363,"In 2001, what was the population of South Australia of the age group 0-4 years?","89,529",numeric
7364,population of South Australia in 2001 between 0-4 age group,"89,529",numeric
7365,What was the population count of Western Australia's 0-4 age group in 2001?,"122,709",numeric
7366,How many individuals aged 0-4 were there in Western Australia in 2001?,"122,709",numeric
7367,What was Western Australia's population figure for the 0-4 age bracket in 2001?,"122,709",numeric
7368,"In 2001, what was the number of people aged 0-4 residing in Western Australia?","122,709",numeric
7369,What was the demographic size of Western Australia's 0-4 age category in 2001?,"122,709",numeric
7370,How many residents aged 0-4 were recorded in Western Australia in 2001?,"122,709",numeric
7371,What was the population tally for Western Australia's 0-4 age group in 2001?,"122,709",numeric
7372,How many individuals aged 0-4 were living in Western Australia in 2001?,"122,709",numeric
7373,What was the count of Western Australia's 0-4 age range population in 2001?,"122,709",numeric
7374,What was the population size of Western Australia's 0-4 age group in 2001?,"122,709",numeric
7375,What was the population census result for Western Australia's 0-4 age cohort in 2001?,"122,709",numeric
7376,How many people in the age group 0-4 were accounted for in Western Australia's 2001 census?,"122,709",numeric
7377,What was the population total for Western Australia's 0-4 age demographic in 2001?,"122,709",numeric
7378,"In 2001, what was the population of Western Australia of the age group 0-4 years?","122,709",numeric
7379,population of Western Australia in 2001 between 0-4 age group,"122,709",numeric
7380,What was the population count of Tasmania's 0-4 age group in 2001?,"30,288",numeric
7381,How many individuals aged 0-4 were there in Tasmania in 2001?,"30,288",numeric
7382,What was Tasmania's population figure for the 0-4 age bracket in 2001?,"30,288",numeric
7383,"In 2001, what was the number of people aged 0-4 residing in Tasmania?","30,288",numeric
7384,What was the demographic size of Tasmania's 0-4 age category in 2001?,"30,288",numeric
7385,How many residents aged 0-4 were recorded in Tasmania in 2001?,"30,288",numeric
7386,What was the population tally for Tasmania's 0-4 age group in 2001?,"30,288",numeric
7387,How many individuals aged 0-4 were living in Tasmania in 2001?,"30,288",numeric
7388,What was the count of Tasmania's 0-4 age range population in 2001?,"30,288",numeric
7389,What was the population size of Tasmania's 0-4 age group in 2001?,"30,288",numeric
7390,What was the population census result for Tasmania's 0-4 age cohort in 2001?,"30,288",numeric
7391,How many people in the age group 0-4 were accounted for in Tasmania's 2001 census?,"30,288",numeric
7392,What was the population total for Tasmania's 0-4 age demographic in 2001?,"30,288",numeric
7393,"In 2001, what was the population of Tasmania of the age group 0-4 years?","30,288",numeric
7394,population of Tasmania in 2001 between 0-4 age group,"30,288",numeric
7395,What was the population count of Northern Territory's 0-4 age group in 2001?,"16,386",numeric
7396,How many individuals aged 0-4 were there in Northern Territory in 2001?,"16,386",numeric
7397,What was Northern Territory's population figure for the 0-4 age bracket in 2001?,"16,386",numeric
7398,"In 2001, what was the number of people aged 0-4 residing in Northern Territory?","16,386",numeric
7399,What was the demographic size of Northern Territory's 0-4 age category in 2001?,"16,386",numeric
7400,How many residents aged 0-4 were recorded in Northern Territory in 2001?,"16,386",numeric
7401,What was the population tally for Northern Territory's 0-4 age group in 2001?,"16,386",numeric
7402,How many individuals aged 0-4 were living in Northern Territory in 2001?,"16,386",numeric
7403,What was the count of Northern Territory's 0-4 age range population in 2001?,"16,386",numeric
7404,What was the population size of Northern Territory's 0-4 age group in 2001?,"16,386",numeric
7405,What was the population census result for Northern Territory's 0-4 age cohort in 2001?,"16,386",numeric
7406,How many people in the age group 0-4 were accounted for in Northern Territory's 2001 census?,"16,386",numeric
7407,What was the population total for Northern Territory's 0-4 age demographic in 2001?,"16,386",numeric
7408,"In 2001, what was the population of Northern Territory of the age group 0-4 years?","16,386",numeric
7409,population of Northern Territory in 2001 between 0-4 age group,"16,386",numeric
7410,What was the population count of Australian Capital Territory's 0-4 age group in 2001?,"20,331",numeric
7411,How many individuals aged 0-4 were there in Australian Capital Territory in 2001?,"20,331",numeric
7412,What was Australian Capital Territory's population figure for the 0-4 age bracket in 2001?,"20,331",numeric
7413,"In 2001, what was the number of people aged 0-4 residing in Australian Capital Territory?","20,331",numeric
7414,What was the demographic size of Australian Capital Territory's 0-4 age category in 2001?,"20,331",numeric
7415,How many residents aged 0-4 were recorded in Australian Capital Territory in 2001?,"20,331",numeric
7416,What was the population tally for Australian Capital Territory's 0-4 age group in 2001?,"20,331",numeric
7417,How many individuals aged 0-4 were living in Australian Capital Territory in 2001?,"20,331",numeric
7418,What was the count of Australian Capital Territory's 0-4 age range population in 2001?,"20,331",numeric
7419,What was the population size of Australian Capital Territory's 0-4 age group in 2001?,"20,331",numeric
7420,What was the population census result for Australian Capital Territory's 0-4 age cohort in 2001?,"20,331",numeric
7421,How many people in the age group 0-4 were accounted for in Australian Capital Territory's 2001 census?,"20,331",numeric
7422,What was the population total for Australian Capital Territory's 0-4 age demographic in 2001?,"20,331",numeric
7423,"In 2001, what was the population of Australian Capital Territory of the age group 0-4 years?","20,331",numeric
7424,population of Australian Capital Territory in 2001 between 0-4 age group,"20,331",numeric
7425,What was the population count of Australia's 5-14  age group in 2001?,"2,668,506",numeric
7426,How many individuals aged 5-14  were there in Australia in 2001?,"2,668,506",numeric
7427,What was Australia's population figure for the 5-14  age bracket in 2001?,"2,668,506",numeric
7428,"In 2001, what was the number of people aged 5-14  residing in Australia?","2,668,506",numeric
7429,What was the demographic size of Australia's 5-14  age category in 2001?,"2,668,506",numeric
7430,How many residents aged 5-14  were recorded in Australia in 2001?,"2,668,506",numeric
7431,What was the population tally for Australia's 5-14  age group in 2001?,"2,668,506",numeric
7432,How many individuals aged 5-14  were living in Australia in 2001?,"2,668,506",numeric
7433,What was the count of Australia's 5-14  age range population in 2001?,"2,668,506",numeric
7434,What was the population size of Australia's 5-14  age group in 2001?,"2,668,506",numeric
7435,What was the population census result for Australia's 5-14  age cohort in 2001?,"2,668,506",numeric
7436,How many people in the age group 5-14  were accounted for in Australia's 2001 census?,"2,668,506",numeric
7437,What was the population total for Australia's 5-14  age demographic in 2001?,"2,668,506",numeric
7438,"In 2001, what was the population of Australia of the age group 5-14  years?","2,668,506",numeric
7439,population of Australia in 2001 between 5-14  age group,"2,668,506",numeric
7440,What was the population count of New South Wales's 5-14  age group in 2001?,"891,009",numeric
7441,How many individuals aged 5-14  were there in New South Wales in 2001?,"891,009",numeric
7442,What was New South Wales's population figure for the 5-14  age bracket in 2001?,"891,009",numeric
7443,"In 2001, what was the number of people aged 5-14  residing in New South Wales?","891,009",numeric
7444,What was the demographic size of New South Wales's 5-14  age category in 2001?,"891,009",numeric
